age,job,marital,education,has_default,balance,has_housing,has_loan,age_t,balance_sign,balance_t,job_admin,job_bluecollar,job_technician,job_services,job_management,job_retired,job_selfemployed,job_entrepreneur,job_unemployed,job_housemaid,job_student,job_unknown,marital_married,marital_single,marital_divorced,marital_unknown,education_ord,default_bin,housing_bin,loan_bin,target_bin,cluster_k5
37,unemployed,single,secondary,False,381,True,False,-0.25858595200143425,1,-0.05055064267995372,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
35,blue-collar,single,secondary,False,40,True,False,-0.4403713427032558,1,-1.05711906795856,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
31,technician,single,tertiary,False,22,True,False,-0.8039421241068989,1,-1.3178334045359172,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
46,technician,married,secondary,False,332,True,False,0.5594483061567629,1,-0.11246336529371175,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
43,blue-collar,single,secondary,False,3,True,False,0.28677022010403047,1,-2.106726248425869,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4
31,admin,married,secondary,False,307,True,False,-0.8039421241068989,1,-0.14766079165196666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
28,blue-collar,single,secondary,False,759,True,False,-1.0766202101596314,1,0.25969273501104356,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
32,blue-collar,married,secondary,True,-1,True,False,-0.7130494287559882,-1,-2.4193370967533547,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,4
60,technician,married,primary,False,65,True,False,1.8319460410695139,1,-0.8424047718025286,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
26,blue-collar,single,secondary,False,82,True,False,-1.258405600861453,1,-0.7390414603263065,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
40,blue-collar,married,secondary,False,10,True,False,0.014092134051298123,1,-1.650492092047708,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4
28,blue-collar,single,secondary,False,-197,True,False,-1.0766202101596314,-1,-0.34692829988483515,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
33,blue-collar,divorced,primary,False,390,True,False,-0.6221567334050774,1,-0.04004817822557384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
45,blue-collar,married,primary,False,101,True,False,0.4685556108058521,1,-0.6460753985253176,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
32,management,single,tertiary,False,311,False,False,-0.7130494287559882,1,-0.14184132870788088,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0
35,blue-collar,married,primary,False,414,False,False,-0.4403713427032558,1,-0.013181548828145748,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
33,management,divorced,secondary,False,5,True,False,-0.6221567334050774,1,-1.9238606248356611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4
38,management,married,tertiary,False,119,True,False,-0.16769325665052345,1,-0.572779016682529,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,3
24,services,single,secondary,True,-122,True,False,-1.4401909915632745,-1,-0.5616425960408661,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
54,retired,divorced,tertiary,False,0,False,False,1.2865898689640491,0,-2.7319479450808406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,4
34,blue-collar,divorced,secondary,False,383,True,False,-0.5312640380541666,1,-0.04819553487074692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
23,entrepreneur,single,primary,False,4,True,False,-1.5310836869141855,1,-2.0060880335826794,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,4
60,blue-collar,married,primary,False,1262,True,True,1.8319460410695139,1,0.48876874889616034,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
48,management,married,tertiary,False,1949,True,False,0.7412336968585845,1,0.6846567976334695,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,3
45,entrepreneur,divorced,tertiary,False,-395,True,False,0.4685556108058521,-1,-0.034317451557349395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,3
36,blue-collar,married,secondary,False,1165,True,False,-0.3494786473523451,1,0.45272882873313663,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
52,management,married,unknown,False,2240,True,False,1.1048044782622277,1,0.7473879554267746,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,1,1
37,entrepreneur,divorced,secondary,False,175,True,True,-0.25858595200143425,1,-0.40004869873776533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2
46,blue-collar,married,primary,False,369,True,False,0.5594483061567629,1,-0.06494554930345248,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
35,blue-collar,divorced,primary,False,300,True,False,-0.4403713427032558,1,-0.15802911312311146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
43,technician,married,secondary,False,3285,True,False,0.28677022010403047,1,0.9200084870709448,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
52,housemaid,married,secondary,False,3923,True,False,1.1048044782622277,1,1.0000345388148242,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1
53,technician,divorced,primary,False,1443,True,False,1.1956971736131385,1,0.5491701987966628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
48,blue-collar,divorced,primary,False,24,True,False,0.7412336968585845,1,-1.2802281220845184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
41,blue-collar,single,primary,False,1618,True,False,0.1049848294022089,1,0.6007610684121375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
39,management,divorced,tertiary,False,517,True,True,-0.07680056129961267,1,0.08680414293915673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,3
59,retired,married,secondary,False,1521,True,True,1.741053345718603,1,0.572896617113142,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
41,blue-collar,married,secondary,False,2823,True,False,0.1049848294022089,1,0.8516741340702716,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
48,blue-collar,married,secondary,False,1405,True,False,0.7412336968585845,1,0.5371427628096526,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
40,admin,married,secondary,False,1535,True,False,0.014092134051298123,1,0.5770261617842241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
48,blue-collar,married,secondary,False,1596,True,False,0.7412336968585845,1,0.5945905451347193,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
60,retired,married,primary,False,1542,True,False,1.8319460410695139,1,0.5790768407601584,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
40,technician,single,unknown,False,3652,True,False,0.014092134051298123,1,0.9677595670136596,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,2
57,technician,married,tertiary,False,-1,False,False,1.5592679550167814,-1,-2.4193370967533547,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,4
51,blue-collar,married,secondary,False,7180,True,False,1.013911782911317,1,1.2725873458057293,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
41,blue-collar,divorced,secondary,False,5291,True,False,0.1049848294022089,1,1.134922374808752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
41,blue-collar,married,secondary,False,1384,True,False,0.1049848294022089,1,0.5303557880564483,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
46,admin,married,secondary,False,556,True,True,0.5594483061567629,1,0.11954238582242104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2
52,blue-collar,divorced,primary,False,-191,True,False,1.1048044782622277,-1,-0.36080638319823266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
43,self-employed,single,unknown,False,3173,False,False,0.28677022010403047,1,0.9043684562541856,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,2
59,blue-collar,married,primary,False,320,True,False,1.741053345718603,1,-0.1290157595725461,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
44,blue-collar,married,unknown,False,146,True,False,0.37766291545494135,1,-0.4812522656816068,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,1,2
49,admin,single,secondary,False,716,True,False,0.8321263922094952,1,0.2334252022021889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
49,unknown,married,primary,False,341,True,True,0.8321263922094952,1,-0.10043592930670144,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2
50,entrepreneur,married,primary,False,461,True,False,0.9230190875604061,1,0.03520483193824154,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
40,services,married,primary,False,-9,True,False,0.014092134051298123,-1,-1.6934771852551938,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4
41,admin,married,primary,False,-306,True,False,0.1049848294022089,-1,-0.14912746650752212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
44,technician,married,tertiary,False,4580,True,False,0.37766291545494135,1,1.06985227081139,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,3
60,services,single,primary,False,313,True,False,1.8319460410695139,1,-0.13895951621506458,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
29,management,married,tertiary,False,10576,False,False,-0.9857275148087206,1,1.4472348426287542,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3
41,retired,divorced,primary,False,-233,True,False,0.1049848294022089,-1,-0.2715865534451584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2
41,blue-collar,married,primary,False,2453,True,False,0.1049848294022089,1,0.7883376632850744,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
42,technician,single,secondary,False,1364,True,False,0.1958775247531197,1,0.5237956415485929,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
46,blue-collar,married,secondary,False,668,True,False,0.5594483061567629,1,0.20217446226873795,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
32,services,single,secondary,False,772,True,False,-0.7130494287559882,1,0.26734200848137407,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
36,services,single,unknown,False,281,True,False,-0.3494786473523451,1,-0.18743589180232054,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,2
39,technician,married,tertiary,False,94,True,True,-0.07680056129961267,1,-0.6781398099714134,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,3
33,management,married,tertiary,False,273,True,False,-0.6221567334050774,1,-0.20041526584335445,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,3
42,admin,divorced,secondary,False,153,True,False,0.1958775247531197,1,-0.46027163997945236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
31,self-employed,single,tertiary,False,144,True,False,-0.8039421241068989,1,-0.4874304735370462,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
40,services,married,secondary,False,446,True,False,0.014092134051298123,1,0.020318922237609335,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
26,blue-collar,married,secondary,False,246,True,False,-1.258405600861453,1,-0.24720212199676558,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
45,blue-collar,married,primary,False,804,True,False,0.4685556108058521,1,0.285636110703014,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
31,blue-collar,married,secondary,False,92,True,False,-0.8039421241068989,1,-0.6877359617922063,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
29,admin,single,secondary,False,163,True,True,-0.9857275148087206,1,-0.4318973713035885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
27,technician,single,secondary,False,1742,True,False,-1.1675129055105422,1,0.6340446153321574,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
37,services,divorced,secondary,False,49,True,False,-0.25858595200143425,1,-0.9676172737570329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
40,blue-collar,married,primary,False,1758,True,False,0.014092134051298123,1,0.6381657370567643,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
33,blue-collar,single,secondary,False,-416,True,False,-0.6221567334050774,-1,-0.011013265225670177,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
24,technician,single,secondary,False,409,True,False,-1.4401909915632745,1,-0.018648308132913315,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
24,blue-collar,married,primary,False,656,True,False,-1.4401909915632745,1,0.19401130510433384,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
50,admin,divorced,secondary,False,363,True,False,0.9230190875604061,1,-0.0723190452122904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
27,technician,single,tertiary,False,3706,True,False,-1.1675129055105422,1,0.9743776516681746,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
54,management,single,tertiary,False,4393,True,False,1.2865898689640491,1,1.0510557016650717,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,3
30,technician,single,secondary,False,863,True,False,-0.8948348194578097,1,0.317535712309669,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
34,blue-collar,married,primary,False,695,True,True,-0.5312640380541666,1,0.2200186318649435,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2
37,management,single,secondary,False,792,True,False,-0.25858595200143425,1,0.27886248469499575,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
41,admin,single,secondary,False,1020,True,False,0.1049848294022089,1,0.39283730363908365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
47,blue-collar,married,secondary,False,863,True,False,0.6503410015076737,1,0.317535712309669,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
31,admin,married,secondary,False,97,True,False,-0.8039421241068989,1,-0.6641178892718147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
31,blue-collar,married,secondary,False,754,True,False,-0.8039421241068989,1,0.2567158125154264,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
43,services,divorced,secondary,False,1040,True,False,0.28677022010403047,1,0.4015864067304178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
37,management,divorced,tertiary,False,122,True,False,-0.25858595200143425,1,-0.5616425960408661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3
30,technician,single,tertiary,False,880,True,True,-0.8948348194578097,1,0.32632342419604266,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0
41,technician,married,secondary,False,501,True,False,0.1049848294022089,1,0.07265389612669593,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
30,technician,single,tertiary,False,3291,True,False,-0.8948348194578097,1,0.9208312336425819,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
36,blue-collar,married,secondary,False,4438,True,False,-0.3494786473523451,1,1.0556510307744458,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
35,blue-collar,divorced,secondary,False,0,True,False,-0.4403713427032558,0,-2.7319479450808406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4
29,services,single,secondary,False,271,True,False,-0.9857275148087206,1,-0.20371932546055435,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
35,blue-collar,married,primary,False,102,True,False,-0.4403713427032558,1,-0.6416753429359147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
31,blue-collar,married,secondary,False,2,True,False,-0.8039421241068989,1,-2.2364714731631463,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4
35,services,married,secondary,False,4170,True,False,-0.4403713427032558,1,1.0275656356197034,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
34,technician,single,secondary,False,85,True,False,-0.5312640380541666,1,-0.7230278685363961,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
31,admin,single,secondary,False,431,True,True,-0.8039421241068989,1,0.004924863982183275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
44,technician,divorced,secondary,False,982,True,False,0.37766291545494135,1,0.375731380401209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
36,blue-collar,married,primary,False,408,True,True,-0.3494786473523451,1,-0.019749656960104788,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2
39,technician,single,secondary,False,1022,True,False,-0.07680056129961267,1,0.3937198912409262,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
35,blue-collar,married,unknown,False,4822,True,False,-0.4403713427032558,1,1.0930693305860972,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,1,2
41,blue-collar,married,primary,False,1250,True,False,0.1049848294022089,1,0.48446320669202375,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
31,blue-collar,married,secondary,False,3311,True,False,-0.8039421241068989,1,0.9235629326094128,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
31,blue-collar,single,primary,False,216,True,False,-0.8039421241068989,1,-0.30560282996912985,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
34,blue-collar,married,secondary,False,1207,True,False,-0.5312640380541666,1,0.4686884459997222,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
32,technician,married,secondary,False,791,True,False,-0.7130494287559882,1,0.2782933967701363,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
36,management,married,tertiary,False,849,True,True,-0.3494786473523451,1,0.31016795255331076,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,3
30,blue-collar,single,secondary,True,239,True,False,-0.8948348194578097,1,-0.2601681683550432,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
37,technician,single,secondary,False,1211,True,False,-0.25858595200143425,1,0.47017936345866923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
54,management,divorced,tertiary,False,487,True,False,1.2865898689640491,1,0.05989743020464397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3
36,blue-collar,married,primary,False,599,True,False,-0.3494786473523451,1,0.153080894815632,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2
31,management,single,tertiary,False,825,True,False,-0.8039421241068989,1,0.29725054105620774,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
27,technician,married,secondary,False,2183,True,True,-1.1675129055105422,1,0.7357682750328892,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2
34,retired,married,primary,False,4499,False,False,-0.5312640380541666,1,1.061806429904001,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
32,services,single,secondary,False,-198,True,False,-0.7130494287559882,-1,-0.3446562440941269,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
30,technician,single,tertiary,False,1289,True,False,-0.8948348194578097,1,0.4983085148794585,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
32,technician,single,tertiary,False,4665,True,False,-0.7130494287559882,1,1.0781438810697879,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
37,technician,single,secondary,False,3326,True,False,-0.25858595200143425,1,0.9256009031834523,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
38,blue-collar,married,secondary,False,622,True,False,-0.16769325665052345,1,0.1700461800569946,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2
